"","Datum","mTemp","mWind","mRegen","mSonne","Oil","month_sin","month_cos","day_of_week_sin","day_of_week_cos","mEURmwh"
"1729",2023-03-29,7.17185628742515,3.79221556886228,1.2940119760479,0.920359281437126,77.51,1,6.12303176911189e-17,0.433883739117558,-0.900968867902419,116.539166666667
"1730",2023-03-30,10.535119047619,5.1172619047619,5.71726190476191,2.20178571428571,78.45,1,6.12303176911189e-17,-0.433883739117558,-0.900968867902419,81.4829166666667
"1731",2023-03-30,10.535119047619,5.1172619047619,5.71726190476191,2.20178571428571,78.45,1,6.12303176911189e-17,-0.433883739117558,-0.900968867902419,81.4408333333333
"1732",2023-03-31,9.07950310559006,4.95093167701863,8.58695652173913,1.54596273291925,79.19,1,6.12303176911189e-17,-0.974927912181824,-0.222520933956315,97.7058333333333
"1733",2023-03-31,9.07950310559006,4.95093167701863,8.58695652173913,1.54596273291925,79.19,1,6.12303176911189e-17,-0.974927912181824,-0.222520933956315,97.59375
"1734",2023-04-01,7.03780487804878,5.90121951219512,6.64817073170732,0.391463414634146,79.19,0.866025403784439,-0.5,-0.78183148246803,0.623489801858733,55.905
"1735",2023-04-01,7.03780487804878,5.90121951219512,6.64817073170732,0.391463414634146,79.19,0.866025403784439,-0.5,-0.78183148246803,0.623489801858733,55.7658333333333
"1736",2023-04-02,4.15792682926829,4.79085365853659,0.990243902439024,2.75121951219512,79.19,0.866025403784439,-0.5,-2.44921270764475e-16,1,66.8883333333333
"1737",2023-04-02,4.15792682926829,4.79085365853659,0.990243902439024,2.75121951219512,79.19,0.866025403784439,-0.5,-2.44921270764475e-16,1,67.3308333333333
"1738",2023-04-03,1.80674846625767,4.03926380368098,0.0625766871165644,6.53742331288344,85.81,0.866025403784439,-0.5,0.78183148246803,0.623489801858734,114.75625
"1739",2023-04-03,1.80674846625767,4.03926380368098,0.0625766871165644,6.53742331288344,85.81,0.866025403784439,-0.5,0.78183148246803,0.623489801858734,114.797916666667
"1740",2023-04-04,1.23251533742331,2.8398773006135,0,9.29079754601227,85.7,0.866025403784439,-0.5,0.974927912181824,-0.222520933956314,131.894479166667
